Order_ID,Customer_ID,Order_Date,Day,Month,Order_Time,Store_ID,Store_Location,Region,Product_Category,Product_Name,Size,Quantity,Unit_Price,Discount_%,Gross_Sales,GST_5%,Net_Sales,Payment_Method,Order_Type,Customer_Age_Group,Customer_Gender,Weather,Day_Type,Shift,Customer_Type,Loyalty_Member,Rating,Demand_Level
6385,CUST1984,02-09-2025,Tuesday,September,20:44,111,Chennai,South,Frappuccino,Caramel Frappuccino,Venti,1,351,10,351,17.55,333.45,Card,Delivery,26-35,Female,Cloudy,Weekday,Afternoon,New,Yes,4,Medium
6386,CUST9341,05-09-2025,Friday,September,19:09,106,Delhi,North,Frappuccino,Caramel Frappuccino,Venti,3,385,15,1155,57.75,1039.5,Cash,Dine-In,18-25,Female,Cloudy,Weekday,Morning,New,No,3,Medium
6387,CUST1920,12-03-2025,Wednesday,March,01:55,105,Chennai,South,Coffee,Cappuccino,Venti,2,280,5,560,28,560,Card,Delivery,50+,Female,Cloudy,Weekday,Afternoon,New,Yes,5,Medium
6388,CUST6100,20-12-2025,Saturday,December,14:46,100,Chennai,South,Cold Beverage,Cold Brew,Venti,1,286,0,286,14.3,300.3,Cash,Takeaway,26-35,Male,Sunny,Weekend,Morning,Returning,No,5,Medium
6389,CUST3689,13-08-2025,Wednesday,August,14:32,112,Mumbai,West,Bakery,Butter Croissant,Tall,4,184,10,736,36.8,699.2,Cash,Delivery,50+,Female,Sunny,Weekday,Afternoon,New,Yes,4,High
6390,CUST4550,23-09-2025,Tuesday,September,17:41,104,Delhi,North,Coffee,Americano,Tall,5,218,15,1090,54.5,981,UPI,Dine-In,26-35,Female,Rainy,Weekday,Afternoon,New,Yes,5,Medium
6391,CUST6453,03-11-2025,Monday,November,01:01,116,Hyderabad,South,Bakery,Blueberry Muffin,Grande,1,171,10,171,8.55,162.45,Card,Dine-In,50+,Female,Cloudy,Weekday,Morning,Returning,No,4,High
6392,CUST6455,13-05-2025,Tuesday,May,02:19,119,Mumbai,West,Tea,Green Tea,Tall,4,202,15,808,40.4,727.2,Card,Dine-In,50+,Female,Cloudy,Weekday,Morning,Returning,Yes,4,Medium
6393,CUST2444,10-05-2025,Saturday,May,22:04,108,Bengaluru,South,Bakery,Butter Croissant,Grande,3,149,5,447,22.35,447,UPI,Delivery,26-35,Male,Sunny,Weekend,Evening,Returning,Yes,3,Medium
6394,CUST5664,27-04-2025,Sunday,April,08:05,118,Kochi,South,Bakery,Blueberry Muffin,Grande,1,153,0,153,7.65,160.65,Cash,Takeaway,18-25,Female,Rainy,Weekend,Morning,Returning,No,3,Medium
6395,CUST2776,13-06-2025,Friday,June,12:08,101,Hyderabad,South,Coffee,Caffe Latte,Tall,3,271,5,813,40.65,813,Card,Dine-In,26-35,Male,Rainy,Weekday,Morning,New,No,5,Low
6396,CUST5643,08-12-2025,Monday,December,18:36,120,Kochi,South,Tea,Green Tea,Tall,3,203,0,609,30.45,639.45,UPI,Dine-In,50+,Male,Cloudy,Weekday,Morning,New,No,3,Medium
6397,CUST5771,18-06-2025,Wednesday,June,04:47,102,Bengaluru,South,Tea,Green Tea,Grande,2,188,10,376,18.8,357.2,UPI,Takeaway,26-35,Male,Sunny,Weekday,Morning,Returning,No,5,High
6398,CUST1883,07-12-2025,Sunday,December,09:19,114,Kochi,South,Coffee,Espresso,Venti,2,189,0,378,18.9,396.9,Card,Takeaway,18-25,Female,Rainy,Weekend,Evening,Returning,No,5,Low
6399,CUST5512,14-02-2025,Friday,February,09:20,108,Hyderabad,South,Tea,Green Tea,Grande,4,177,10,708,35.4,672.6,Cash,Delivery,26-35,Male,Cloudy,Weekday,Evening,Returning,No,3,Medium
6400,CUST6478,04-08-2025,Monday,August,03:34,107,Kochi,South,Cold Beverage,Cold Brew,Tall,4,300,15,1200,60,1080,Card,Delivery,50+,Male,Rainy,Weekday,Afternoon,Returning,No,3,Low
6401,CUST7113,18-06-2025,Wednesday,June,13:42,113,Mumbai,West,Tea,Green Tea,Venti,2,205,15,410,20.5,369,UPI,Delivery,50+,Male,Cloudy,Weekday,Afternoon,New,No,5,Medium
6402,CUST8652,05-04-2025,Saturday,April,23:03,105,Bengaluru,South,Bakery,Blueberry Muffin,Venti,3,165,5,495,24.75,495,Cash,Dine-In,26-35,Male,Cloudy,Weekend,Evening,New,Yes,4,Medium
6403,CUST1998,13-11-2025,Thursday,November,18:36,120,Delhi,North,Bakery,Butter Croissant,Tall,5,173,0,865,43.25,908.25,Cash,Dine-In,36-50,Female,Rainy,Weekday,Afternoon,Returning,Yes,3,Medium
6404,CUST6834,14-02-2025,Friday,February,02:15,113,Mumbai,West,Coffee,Cappuccino,Venti,5,263,5,1315,65.75,1315,UPI,Dine-In,26-35,Female,Sunny,Weekday,Evening,New,No,4,Medium
6405,CUST5892,05-09-2025,Friday,September,10:54,119,Chennai,South,Bakery,Butter Croissant,Venti,4,182,5,728,36.4,728,Cash,Delivery,26-35,Male,Sunny,Weekday,Morning,Returning,No,5,Medium
6406,CUST4822,01-10-2025,Wednesday,October,05:59,108,Bengaluru,South,Bakery,Butter Croissant,Venti,3,156,15,468,23.4,421.2,Cash,Takeaway,18-25,Female,Rainy,Weekday,Morning,Returning,Yes,5,Low
6407,CUST1500,27-06-2025,Friday,June,12:03,117,Kochi,South,Coffee,Cappuccino,Grande,5,285,10,1425,71.25,1353.75,Card,Dine-In,26-35,Female,Cloudy,Weekday,Morning,Returning,Yes,3,Medium
6408,CUST2981,28-04-2025,Monday,April,21:21,106,Hyderabad,South,Coffee,Mocha,Grande,3,318,15,954,47.7,858.6,UPI,Delivery,18-25,Female,Cloudy,Weekday,Evening,Returning,No,4,Medium
6409,CUST6040,04-04-2025,Friday,April,14:06,118,Mumbai,West,Coffee,Mocha,Venti,5,299,0,1495,74.75,1569.75,Card,Delivery,18-25,Male,Sunny,Weekday,Morning,Returning,Yes,3,Low
6410,CUST9702,14-11-2025,Friday,November,05:10,107,Bengaluru,South,Cold Beverage,Cold Brew,Venti,3,294,5,882,44.1,882,Card,Delivery,26-35,Male,Cloudy,Weekday,Morning,Returning,No,5,Low
6411,CUST4470,25-09-2025,Thursday,September,10:58,120,Hyderabad,South,Frappuccino,Caramel Frappuccino,Grande,5,369,10,1845,92.25,1752.75,UPI,Delivery,18-25,Female,Rainy,Weekday,Morning,Returning,No,3,Low
6412,CUST8832,17-06-2025,Tuesday,June,03:53,103,Mumbai,West,Coffee,Caffe Latte,Tall,5,267,15,1335,66.75,1201.5,UPI,Delivery,50+,Male,Cloudy,Weekday,Evening,New,Yes,5,High
6413,CUST3588,03-02-2025,Monday,February,01:44,100,Chennai,South,Coffee,Espresso,Venti,2,193,10,386,19.3,366.7,Card,Dine-In,50+,Female,Sunny,Weekday,Evening,Returning,No,5,Medium
6414,CUST8643,15-01-2025,Wednesday,January,14:27,105,Hyderabad,South,Coffee,Espresso,Tall,4,187,5,748,37.4,748,Cash,Takeaway,26-35,Male,Rainy,Weekday,Afternoon,Returning,Yes,4,Low
6415,CUST7366,27-05-2025,Tuesday,May,13:17,106,Hyderabad,South,Coffee,Espresso,Venti,3,195,10,585,29.25,555.75,Cash,Takeaway,36-50,Male,Sunny,Weekday,Evening,Returning,No,3,Medium
6416,CUST9400,07-01-2025,Tuesday,January,23:58,109,Mumbai,West,Coffee,Espresso,Grande,3,189,5,567,28.35,567,Cash,Delivery,18-25,Female,Rainy,Weekday,Morning,Returning,No,3,Medium
6417,CUST1007,12-09-2025,Friday,September,16:00,109,Hyderabad,South,Coffee,Espresso,Tall,5,171,15,855,42.75,769.5,UPI,Takeaway,36-50,Male,Sunny,Weekday,Morning,New,No,4,Low
6418,CUST5500,11-03-2025,Tuesday,March,02:26,101,Chennai,South,Coffee,Americano,Venti,1,214,0,214,10.7,224.7,UPI,Takeaway,26-35,Female,Sunny,Weekday,Evening,New,No,3,High
6419,CUST6335,01-05-2025,Thursday,May,15:37,105,Bengaluru,South,Coffee,Cappuccino,Venti,2,273,15,546,27.3,491.4,Card,Dine-In,50+,Male,Rainy,Weekday,Afternoon,New,Yes,4,Low
6420,CUST5262,18-09-2025,Thursday,September,01:49,101,Mumbai,West,Tea,Green Tea,Tall,1,188,10,188,9.4,178.6,Card,Takeaway,26-35,Female,Rainy,Weekday,Afternoon,Returning,No,3,Low
6421,CUST5923,11-10-2025,Saturday,October,20:17,103,Kochi,South,Cold Beverage,Cold Brew,Tall,1,291,15,291,14.55,261.9,UPI,Dine-In,18-25,Female,Cloudy,Weekend,Evening,New,Yes,5,Medium
6422,CUST3524,08-01-2025,Wednesday,January,13:38,116,Mumbai,West,Bakery,Blueberry Muffin,Venti,4,160,10,640,32,608,UPI,Takeaway,50+,Female,Rainy,Weekday,Morning,Returning,No,4,High
6423,CUST6696,09-12-2025,Tuesday,December,16:46,108,Hyderabad,South,Coffee,Espresso,Grande,2,188,0,376,18.8,394.8,UPI,Delivery,36-50,Male,Cloudy,Weekday,Afternoon,New,Yes,5,High
6424,CUST6361,14-07-2025,Monday,July,22:24,109,Bengaluru,South,Bakery,Butter Croissant,Grande,2,163,15,326,16.3,293.4,UPI,Delivery,50+,Male,Rainy,Weekday,Morning,New,Yes,5,Medium
6425,CUST8967,22-11-2025,Saturday,November,08:38,114,Mumbai,West,Coffee,Caffe Latte,Tall,1,283,0,283,14.15,297.15,Card,Delivery,50+,Male,Cloudy,Weekend,Evening,New,Yes,3,Medium
6426,CUST8133,25-11-2025,Tuesday,November,16:16,111,Kochi,South,Frappuccino,Caramel Frappuccino,Venti,3,359,15,1077,53.85,969.3,UPI,Takeaway,18-25,Male,Sunny,Weekday,Evening,New,Yes,5,Medium
6427,CUST1777,21-12-2025,Sunday,December,17:21,103,Bengaluru,South,Coffee,Cappuccino,Venti,1,272,5,272,13.6,272,Cash,Delivery,50+,Female,Cloudy,Weekend,Afternoon,Returning,No,4,Medium
6428,CUST7079,29-07-2025,Tuesday,July,13:36,106,Chennai,South,Coffee,Mocha,Tall,1,307,15,307,15.35,276.3,Card,Delivery,18-25,Female,Rainy,Weekday,Morning,Returning,Yes,3,Low
6429,CUST5383,21-04-2025,Monday,April,14:18,114,Bengaluru,South,Cold Beverage,Cold Brew,Grande,2,300,10,600,30,570,UPI,Takeaway,50+,Female,Cloudy,Weekday,Morning,Returning,No,5,Medium
6430,CUST6291,26-06-2025,Thursday,June,01:41,105,Chennai,South,Coffee,Cappuccino,Grande,1,275,10,275,13.75,261.25,Card,Takeaway,36-50,Female,Sunny,Weekday,Evening,Returning,Yes,5,Low
6431,CUST2890,16-09-2025,Tuesday,September,04:58,116,Chennai,South,Coffee,Cappuccino,Venti,5,276,15,1380,69,1242,UPI,Takeaway,18-25,Male,Cloudy,Weekday,Afternoon,New,Yes,4,Medium
6432,CUST9106,07-03-2025,Friday,March,03:36,111,Hyderabad,South,Bakery,Blueberry Muffin,Tall,1,155,10,155,7.75,147.25,UPI,Takeaway,18-25,Male,Cloudy,Weekday,Morning,Returning,Yes,3,Low
6433,CUST1210,21-07-2025,Monday,July,09:23,102,Delhi,North,Coffee,Caffe Latte,Venti,4,278,10,1112,55.6,1056.4,Card,Takeaway,50+,Female,Sunny,Weekday,Morning,New,No,3,Medium
6434,CUST9792,07-07-2025,Monday,July,04:28,109,Mumbai,West,Bakery,Butter Croissant,Venti,5,141,10,705,35.25,669.75,UPI,Delivery,50+,Male,Rainy,Weekday,Evening,New,No,5,Low
6435,CUST8062,02-03-2025,Sunday,March,07:02,117,Bengaluru,South,Coffee,Caffe Latte,Tall,4,286,10,1144,57.2,1086.8,Card,Takeaway,50+,Female,Sunny,Weekend,Afternoon,New,No,5,Medium
6436,CUST5461,30-08-2025,Saturday,August,04:21,101,Mumbai,West,Coffee,Americano,Grande,5,208,10,1040,52,988,Card,Dine-In,36-50,Female,Cloudy,Weekend,Afternoon,New,No,3,High
6437,CUST6883,19-06-2025,Thursday,June,05:23,114,Chennai,South,Coffee,Americano,Tall,5,202,15,1010,50.5,909,Cash,Delivery,50+,Female,Sunny,Weekday,Afternoon,New,Yes,5,Medium
6438,CUST7038,24-03-2025,Monday,March,01:07,112,Kochi,South,Frappuccino,Caramel Frappuccino,Tall,1,379,15,379,18.95,341.1,UPI,Delivery,26-35,Female,Rainy,Weekday,Morning,New,No,4,Medium
6439,CUST7391,16-10-2025,Thursday,October,07:55,100,Mumbai,West,Tea,Green Tea,Tall,1,193,15,193,9.65,173.7,UPI,Dine-In,36-50,Male,Rainy,Weekday,Evening,New,Yes,5,High
6440,CUST4294,31-03-2025,Monday,March,10:13,101,Bengaluru,South,Coffee,Mocha,Tall,3,296,5,888,44.4,888,Cash,Dine-In,18-25,Female,Rainy,Weekday,Afternoon,New,Yes,5,Medium
6441,CUST7513,27-06-2025,Friday,June,09:51,107,Mumbai,West,Frappuccino,Caramel Frappuccino,Venti,3,361,0,1083,54.15,1137.15,Cash,Delivery,50+,Female,Rainy,Weekday,Morning,Returning,Yes,4,Low
6442,CUST7722,05-09-2025,Friday,September,11:33,102,Chennai,South,Coffee,Espresso,Grande,2,185,15,370,18.5,333,Card,Delivery,18-25,Male,Rainy,Weekday,Evening,New,No,4,Medium
6443,CUST9892,14-12-2025,Sunday,December,01:01,105,Bengaluru,South,Tea,Green Tea,Tall,3,185,0,555,27.75,582.75,UPI,Dine-In,50+,Male,Cloudy,Weekend,Evening,New,No,5,Low
6444,CUST6114,21-01-2025,Tuesday,January,03:57,116,Hyderabad,South,Cold Beverage,Cold Brew,Tall,2,279,15,558,27.9,502.2,Card,Takeaway,26-35,Female,Cloudy,Weekday,Morning,New,Yes,5,Medium
6445,CUST9449,22-05-2025,Thursday,May,23:47,109,Hyderabad,South,Coffee,Mocha,Venti,3,287,10,861,43.05,817.95,UPI,Dine-In,26-35,Male,Sunny,Weekday,Evening,New,No,4,Medium
6446,CUST8449,01-10-2025,Wednesday,October,09:38,102,Chennai,South,Coffee,Cappuccino,Venti,4,262,5,1048,52.4,1048,Card,Takeaway,50+,Male,Sunny,Weekday,Morning,Returning,No,5,High
6447,CUST6097,26-03-2025,Wednesday,March,23:42,119,Delhi,North,Bakery,Blueberry Muffin,Grande,2,154,5,308,15.4,308,UPI,Delivery,36-50,Female,Sunny,Weekday,Afternoon,Returning,No,5,High
6448,CUST5990,29-05-2025,Thursday,May,15:08,103,Kochi,South,Bakery,Blueberry Muffin,Grande,2,164,15,328,16.4,295.2,Card,Delivery,50+,Female,Sunny,Weekday,Afternoon,New,No,3,High
6449,CUST6332,16-02-2025,Sunday,February,11:06,100,Bengaluru,South,Bakery,Blueberry Muffin,Tall,1,166,0,166,8.3,174.3,UPI,Delivery,26-35,Male,Rainy,Weekend,Morning,New,Yes,4,High
6450,CUST4345,21-01-2025,Tuesday,January,20:55,104,Mumbai,West,Coffee,Espresso,Tall,2,182,5,364,18.2,364,Cash,Dine-In,26-35,Female,Rainy,Weekday,Morning,New,Yes,4,Low
6451,CUST9684,16-01-2025,Thursday,January,23:40,114,Chennai,South,Coffee,Espresso,Grande,1,191,0,191,9.55,200.55,Cash,Takeaway,36-50,Female,Cloudy,Weekday,Evening,Returning,Yes,4,Low
6452,CUST5893,19-01-2025,Sunday,January,07:58,120,Delhi,North,Bakery,Blueberry Muffin,Grande,5,179,5,895,44.75,895,UPI,Dine-In,18-25,Female,Cloudy,Weekend,Morning,Returning,No,4,Low
6453,CUST1131,21-12-2025,Sunday,December,08:29,103,Chennai,South,Coffee,Cappuccino,Tall,4,280,15,1120,56,1008,Cash,Takeaway,26-35,Female,Cloudy,Weekend,Evening,Returning,Yes,3,Medium
6454,CUST6541,30-09-2025,Tuesday,September,14:42,117,Delhi,North,Bakery,Butter Croissant,Tall,2,162,10,324,16.2,307.8,Card,Delivery,36-50,Male,Cloudy,Weekday,Afternoon,Returning,No,4,Low
6455,CUST5472,10-03-2025,Monday,March,15:10,103,Mumbai,West,Coffee,Cappuccino,Grande,1,259,0,259,12.95,271.95,Cash,Delivery,26-35,Male,Rainy,Weekday,Afternoon,Returning,Yes,5,Low
6456,CUST4103,03-12-2025,Wednesday,December,15:46,103,Delhi,North,Coffee,Mocha,Tall,4,316,15,1264,63.2,1137.6,Card,Dine-In,50+,Male,Cloudy,Weekday,Evening,New,No,5,Medium
6457,CUST1869,31-05-2025,Saturday,May,09:13,112,Bengaluru,South,Tea,Green Tea,Venti,2,209,15,418,20.9,376.2,Card,Takeaway,26-35,Female,Sunny,Weekend,Evening,New,No,5,High
6458,CUST6516,02-05-2025,Friday,May,17:38,105,Mumbai,West,Coffee,Mocha,Venti,5,289,0,1445,72.25,1517.25,Cash,Takeaway,18-25,Male,Cloudy,Weekday,Morning,New,No,4,High
6459,CUST4652,28-02-2025,Friday,February,22:10,103,Chennai,South,Coffee,Caffe Latte,Grande,2,297,0,594,29.7,623.7,Card,Dine-In,36-50,Female,Rainy,Weekday,Afternoon,Returning,Yes,5,Medium
6460,CUST7329,18-07-2025,Friday,July,10:22,102,Mumbai,West,Coffee,Mocha,Tall,2,292,5,584,29.2,584,UPI,Dine-In,50+,Male,Sunny,Weekday,Morning,Returning,No,3,Medium
6461,CUST3517,13-04-2025,Sunday,April,22:42,115,Kochi,South,Tea,Green Tea,Tall,5,185,0,925,46.25,971.25,UPI,Takeaway,18-25,Male,Sunny,Weekend,Afternoon,Returning,Yes,4,High
6462,CUST3737,10-06-2025,Tuesday,June,17:31,112,Mumbai,West,Bakery,Blueberry Muffin,Venti,5,178,10,890,44.5,845.5,UPI,Dine-In,36-50,Male,Cloudy,Weekday,Afternoon,Returning,No,5,Medium
6463,CUST1839,14-05-2025,Wednesday,May,04:19,107,Delhi,North,Coffee,Caffe Latte,Grande,1,300,10,300,15,285,Card,Delivery,18-25,Female,Sunny,Weekday,Evening,New,No,5,Low
6464,CUST2036,19-11-2025,Wednesday,November,14:59,102,Delhi,North,Frappuccino,Caramel Frappuccino,Grande,3,358,15,1074,53.7,966.6,Card,Delivery,50+,Female,Sunny,Weekday,Afternoon,New,No,5,Low
6465,CUST2536,20-02-2025,Thursday,February,13:59,115,Mumbai,West,Bakery,Butter Croissant,Venti,4,143,15,572,28.6,514.8,Card,Delivery,26-35,Male,Cloudy,Weekday,Evening,Returning,Yes,3,Low
6466,CUST7388,23-01-2025,Thursday,January,15:23,117,Mumbai,West,Frappuccino,Caramel Frappuccino,Grande,2,349,5,698,34.9,698,Cash,Dine-In,26-35,Female,Cloudy,Weekday,Afternoon,New,Yes,4,High
6467,CUST4287,24-05-2025,Saturday,May,05:56,111,Mumbai,West,Cold Beverage,Cold Brew,Venti,5,288,0,1440,72,1512,Cash,Delivery,36-50,Male,Sunny,Weekend,Evening,Returning,No,4,Low
6468,CUST1785,26-04-2025,Saturday,April,20:57,120,Mumbai,West,Coffee,Cappuccino,Grande,3,261,0,783,39.15,822.15,UPI,Delivery,36-50,Male,Rainy,Weekend,Afternoon,New,No,4,High
6469,CUST3123,07-02-2025,Friday,February,02:01,100,Chennai,South,Coffee,Americano,Venti,3,209,15,627,31.35,564.3,UPI,Delivery,18-25,Female,Cloudy,Weekday,Evening,New,Yes,3,High
6470,CUST2985,26-06-2025,Thursday,June,14:10,108,Kochi,South,Cold Beverage,Cold Brew,Grande,5,286,0,1430,71.5,1501.5,Card,Takeaway,18-25,Female,Cloudy,Weekday,Morning,New,Yes,3,Medium
6471,CUST6280,27-12-2025,Saturday,December,18:06,111,Hyderabad,South,Coffee,Americano,Tall,2,227,15,454,22.7,408.6,UPI,Takeaway,26-35,Female,Sunny,Weekend,Afternoon,New,Yes,4,Low
6472,CUST1739,18-10-2025,Saturday,October,04:33,111,Hyderabad,South,Tea,Green Tea,Tall,2,171,0,342,17.1,359.1,Cash,Takeaway,26-35,Male,Rainy,Weekend,Afternoon,Returning,Yes,5,Low
6473,CUST6610,18-03-2025,Tuesday,March,08:06,104,Kochi,South,Cold Beverage,Cold Brew,Grande,2,306,15,612,30.6,550.8,Card,Delivery,26-35,Female,Rainy,Weekday,Evening,Returning,Yes,3,High
6474,CUST5671,15-02-2025,Saturday,February,02:08,101,Chennai,South,Coffee,Caffe Latte,Grande,3,261,5,783,39.15,783,UPI,Takeaway,50+,Male,Rainy,Weekend,Afternoon,New,Yes,4,Medium
6475,CUST5311,06-03-2025,Thursday,March,03:12,104,Delhi,North,Coffee,Americano,Tall,4,228,15,912,45.6,820.8,Card,Takeaway,18-25,Female,Rainy,Weekday,Evening,Returning,Yes,4,Low
6476,CUST3474,05-09-2025,Friday,September,07:55,110,Hyderabad,South,Coffee,Caffe Latte,Tall,3,299,5,897,44.85,897,UPI,Dine-In,36-50,Female,Cloudy,Weekday,Afternoon,New,No,5,Low
6477,CUST5553,20-04-2025,Sunday,April,04:05,119,Mumbai,West,Bakery,Blueberry Muffin,Grande,4,151,10,604,30.2,573.8,Cash,Takeaway,26-35,Male,Sunny,Weekend,Evening,Returning,No,5,High
6478,CUST9683,21-07-2025,Monday,July,21:34,103,Chennai,South,Coffee,Americano,Grande,5,240,15,1200,60,1080,Cash,Delivery,18-25,Male,Sunny,Weekday,Evening,New,Yes,5,Low
6479,CUST6589,02-06-2025,Monday,June,23:05,110,Mumbai,West,Coffee,Espresso,Tall,3,180,15,540,27,486,Card,Dine-In,26-35,Female,Cloudy,Weekday,Afternoon,Returning,No,3,Low
6480,CUST5005,19-07-2025,Saturday,July,15:51,119,Mumbai,West,Coffee,Mocha,Grande,5,287,0,1435,71.75,1506.75,Card,Takeaway,50+,Male,Cloudy,Weekend,Evening,Returning,No,4,High
6481,CUST3099,04-06-2025,Wednesday,June,18:28,108,Bengaluru,South,Coffee,Cappuccino,Tall,4,282,10,1128,56.4,1071.6,UPI,Delivery,18-25,Male,Rainy,Weekday,Evening,Returning,Yes,4,Low
6482,CUST9322,24-01-2025,Friday,January,11:21,118,Bengaluru,South,Coffee,Espresso,Venti,5,188,15,940,47,846,UPI,Delivery,18-25,Male,Sunny,Weekday,Morning,Returning,No,5,Medium
6483,CUST8375,04-08-2025,Monday,August,01:30,102,Delhi,North,Coffee,Americano,Tall,3,229,10,687,34.35,652.65,UPI,Delivery,26-35,Male,Sunny,Weekday,Morning,New,No,4,High
6484,CUST3975,11-03-2025,Tuesday,March,03:25,112,Chennai,South,Tea,Green Tea,Venti,1,192,15,192,9.6,172.8,UPI,Delivery,50+,Female,Sunny,Weekday,Afternoon,Returning,No,3,High
6485,CUST9045,11-08-2025,Monday,August,17:28,115,Chennai,South,Coffee,Cappuccino,Grande,3,279,0,837,41.85,878.85,UPI,Delivery,50+,Female,Sunny,Weekday,Afternoon,Returning,No,3,High
6486,CUST6357,27-05-2025,Tuesday,May,10:05,105,Chennai,South,Bakery,Butter Croissant,Grande,5,152,0,760,38,798,UPI,Dine-In,50+,Male,Rainy,Weekday,Afternoon,New,Yes,4,High
6487,CUST5632,18-07-2025,Friday,July,10:20,103,Bengaluru,South,Tea,Green Tea,Tall,2,173,15,346,17.3,311.4,UPI,Delivery,26-35,Female,Rainy,Weekday,Morning,Returning,No,5,Medium
6488,CUST8579,16-07-2025,Wednesday,July,23:53,114,Hyderabad,South,Coffee,Cappuccino,Tall,3,264,0,792,39.6,831.6,UPI,Takeaway,26-35,Male,Rainy,Weekday,Morning,New,No,3,High
6489,CUST1714,17-03-2025,Monday,March,19:14,111,Bengaluru,South,Coffee,Cappuccino,Tall,5,283,10,1415,70.75,1344.25,UPI,Dine-In,36-50,Female,Cloudy,Weekday,Morning,Returning,Yes,5,Medium
6490,CUST9319,18-02-2025,Tuesday,February,05:52,103,Delhi,North,Coffee,Cappuccino,Venti,3,245,15,735,36.75,661.5,Cash,Dine-In,36-50,Male,Cloudy,Weekday,Morning,Returning,No,3,High
6491,CUST2264,21-06-2025,Saturday,June,19:52,111,Bengaluru,South,Bakery,Blueberry Muffin,Tall,1,195,15,195,9.75,175.5,Cash,Takeaway,36-50,Male,Cloudy,Weekend,Evening,Returning,No,3,Medium
6492,CUST4077,16-04-2025,Wednesday,April,12:03,119,Hyderabad,South,Tea,Green Tea,Tall,1,181,10,181,9.05,171.95,Card,Dine-In,18-25,Female,Sunny,Weekday,Morning,New,No,4,High
6493,CUST5095,27-10-2025,Monday,October,23:15,106,Kochi,South,Coffee,Mocha,Tall,2,325,5,650,32.5,650,UPI,Delivery,18-25,Female,Sunny,Weekday,Afternoon,Returning,Yes,4,Low
6494,CUST5919,05-09-2025,Friday,September,13:55,106,Kochi,South,Coffee,Espresso,Venti,1,174,15,174,8.7,156.6,UPI,Delivery,26-35,Male,Cloudy,Weekday,Afternoon,New,No,5,High
6495,CUST3934,24-08-2025,Sunday,August,03:48,104,Hyderabad,South,Bakery,Butter Croissant,Venti,1,144,5,144,7.2,144,Card,Takeaway,18-25,Male,Rainy,Weekend,Morning,Returning,Yes,3,High
6496,CUST7636,10-09-2025,Wednesday,September,02:44,119,Hyderabad,South,Coffee,Mocha,Tall,1,316,5,316,15.8,316,UPI,Takeaway,50+,Male,Rainy,Weekday,Morning,New,No,4,High
6497,CUST4463,07-04-2025,Monday,April,04:17,100,Mumbai,West,Frappuccino,Caramel Frappuccino,Grande,1,371,15,371,18.55,333.9,UPI,Delivery,36-50,Male,Cloudy,Weekday,Morning,Returning,Yes,5,Low
6498,CUST1390,27-07-2025,Sunday,July,10:39,108,Bengaluru,South,Bakery,Blueberry Muffin,Tall,4,165,10,660,33,627,Cash,Takeaway,50+,Male,Sunny,Weekend,Evening,New,Yes,4,Low
6499,CUST5206,05-09-2025,Friday,September,02:33,103,Mumbai,West,Coffee,Caffe Latte,Grande,5,280,0,1400,70,1470,UPI,Dine-In,26-35,Female,Rainy,Weekday,Morning,Returning,No,5,High
6500,CUST4217,27-02-2025,Thursday,February,23:29,108,Kochi,South,Cold Beverage,Cold Brew,Venti,1,315,15,315,15.75,283.5,Card,Dine-In,26-35,Female,Rainy,Weekday,Afternoon,Returning,No,5,High
6501,CUST1084,19-12-2025,Friday,December,09:20,102,Hyderabad,South,Bakery,Butter Croissant,Tall,3,156,15,468,23.4,421.2,UPI,Takeaway,36-50,Male,Rainy,Weekday,Evening,Returning,Yes,3,Medium
6502,CUST5762,11-11-2025,Tuesday,November,07:32,106,Mumbai,West,Bakery,Butter Croissant,Grande,5,158,5,790,39.5,790,Cash,Delivery,36-50,Male,Sunny,Weekday,Evening,New,No,5,Medium
6503,CUST7427,10-01-2025,Friday,January,16:15,120,Delhi,North,Coffee,Caffe Latte,Tall,5,305,10,1525,76.25,1448.75,Card,Takeaway,36-50,Female,Cloudy,Weekday,Morning,Returning,Yes,4,Medium
6504,CUST9080,30-04-2025,Wednesday,April,15:33,101,Delhi,North,Coffee,Mocha,Venti,3,303,10,909,45.45,863.55,Cash,Delivery,18-25,Male,Rainy,Weekday,Evening,Returning,Yes,5,Low
6505,CUST9731,08-10-2025,Wednesday,October,11:22,120,Chennai,South,Coffee,Caffe Latte,Grande,5,262,10,1310,65.5,1244.5,Card,Delivery,18-25,Female,Rainy,Weekday,Morning,New,Yes,3,High
6506,CUST3787,17-02-2025,Monday,February,12:47,110,Chennai,South,Coffee,Caffe Latte,Tall,3,262,15,786,39.3,707.4,Cash,Dine-In,18-25,Male,Rainy,Weekday,Morning,New,No,5,High
6507,CUST3287,25-07-2025,Friday,July,00:45,103,Delhi,North,Coffee,Americano,Venti,5,206,15,1030,51.5,927,UPI,Delivery,26-35,Male,Cloudy,Weekday,Afternoon,New,No,3,High
6508,CUST9333,01-04-2025,Tuesday,April,17:02,113,Mumbai,West,Bakery,Butter Croissant,Grande,4,151,10,604,30.2,573.8,Cash,Takeaway,26-35,Male,Sunny,Weekday,Afternoon,New,No,3,Low
